1,2,3,4,5,6,7,8,9,10,11,12,rotation
0,5.80075076184412,10.1376218298464,13.380038446708,15.8041975587616,17.6165949447092,18.9716150290992,19.9846817237083,20.7420905175332,21.3083593367688,21.7317243389352,22.0482487862839,-30
0,3.3000139684437,5.39046179512942,6.7146901644281,7.55354428538248,8.08493014944972,8.4215452169292,8.63477953744148,8.76985630564678,8.85542289391903,8.90962644887398,8.9439625773685,-15
0,3.7358450271129,6.0280130407642,7.43439745036228,8.29729977505262,8.82674280419483,9.15158828564359,9.35090073478216,9.47319103786547,9.54822357242537,9.59426059335455,9.62250710413105,0
0,3.32830304810439,5.61141238280907,7.17755229220957,8.25187412977251,8.98882451570986,9.4943488868473,9.84112242098264,10.0789979633747,10.2421729698221,10.3541058001641,10.4308881382266,-15
0,8.21354023976561,13.377252449497,16.6235899612846,18.6645068080018,19.9475963081198,20.7542527223491,21.2613838075598,21.5802084434894,21.7806480368017,21.9066609794655,21.985883160355,15
0,3.71131436269471,6.00699949822613,7.42702747927632,8.30540554417531,8.84873851732215,9.18482468739577,9.39271546394952,9.52130919622554,9.60085263848308,9.65005534140018,9.68049035785962,0
0,4.67161083701853,7.68848221995467,9.6367423081147,10.8949057792479,11.7074129643583,12.2321205568157,12.5709705542406,12.7897959007867,12.9311107381924,13.0223701996131,13.0813044874183,15
0,10.2333989461911,17.1136532569356,21.7394769572944,24.8495720119765,26.9405923092714,28.3464547690431,29.2916628372538,29.9271576440186,30.3544219290024,30.6416859117754,30.8348230372005,-30
0,4.06343590804463,6.94721534471664,8.99380449428543,10.4462481499509,11.4770327474981,12.2085701688611,12.7277348906933,13.0961808519305,13.3576632305345,13.5432346345223,13.6749327862749,-30
0,9.61807868564797,14.3519369266462,16.6818631601782,17.8286140718735,18.3930257835183,18.670819833641,18.8075454413693,18.8748395097643,18.9079605301524,18.9242621451047,18.9322855286521,0
0,9.80289813095226,14.7457603613736,17.238073012444,18.4947583217078,19.1284099487784,19.4479126767322,19.6090138067677,19.6902449570146,19.731203699942,19.7518561050488,19.7622695554189,30
0,11.4832547113915,16.4349544657903,18.5701792843594,19.4909105992546,19.8879395897646,20.0591426505874,20.1329672042993,20.1648011254019,20.1785282457408,20.1844475238653,20.1869999786154,30
0,10.7701889518068,17.3749990637191,21.4253937977038,23.9092952608969,25.4325459275752,26.3666782302927,26.9395341482771,27.2908376004916,27.5062741730455,27.6383904858834,27.7194107133729,-15
0,11.6074512160295,18.6690725331422,22.9651487946936,25.5787513112063,27.1687878232339,28.136117818368,28.724612052562,29.0826340982152,29.3004438535635,29.4329527035097,29.5135670694089,30
0,3.8033914472323,5.83365913533399,6.91742527998083,7.49594458714712,7.8047608298553,7.96960834761149,8.05760470386551,8.10457755986834,8.12965188447666,8.14303667322626,8.15018153446061,15
0,7.87829559687295,12.4230019724431,15.0446802004531,16.557032410525,17.429454198551,17.9327230608925,18.2230408306671,18.390514747203,18.4871244474692,18.5428551211083,18.5750041493706,-15
0,2.70315374280398,4.56140716946119,5.83884312991136,6.71700248624132,7.32068351525987,7.73567742515788,8.0209604421386,8.2170751268038,8.35189201828362,8.44457041337328,8.50828116075896,-15
0,3.04708788069541,5.0834818338334,6.44442070226885,7.35394736864118,7.96179153859524,8.36801880889706,8.6395038428809,8.82093952941778,8.94219449462175,9.02323018758409,9.07738700930962,-30
0,16.2563387315689,24.8767122306511,29.4479038433954,31.8719047016701,33.1572982398747,33.8389137361803,34.2003592164905,34.3920256852617,34.4936621346087,34.5475576746167,34.5761372762401,30
0,7.36492785631024,11.1901403868795,13.176887737227,14.2087689732547,14.7447097334524,15.0230678316645,15.1676420767949,15.2427313682123,15.2817314105813,15.3019873389045,15.3125079077888,0
0,8.20212648025877,11.5442894971541,12.9061379956364,13.461057466483,13.6871733813354,13.779310005901,13.8168533941755,13.8321513933129,13.8383849483638,13.8409249673705,13.8419599620889,15
0,7.94486775850399,10.1569547707489,10.7728654565504,10.9443532736139,10.9921005721738,11.0053948373806,11.0090963554291,11.0101269679263,11.0104139210373,11.0104938173011,11.0105160627925,30
0,14.5363547596182,22.6225156712366,27.1206171120618,29.6227830710502,31.0146668621751,31.7889322465461,32.2196340689667,32.4592212487386,32.5924967858339,32.6666341783478,32.707874702217,-30
0,11.4505036998389,16.9152977841933,19.5233904207481,20.7681120142526,21.3621598726842,21.6456713502295,21.780978222831,21.8455539145514,21.8763728957384,21.8910813653823,21.8981010354342,15
